name,country,lat,lon,population,capital
Linxi,CN,39.71183,118.44954,100316,0
Linxia Chengguanzhen,CN,35.60028,103.20639,274466,0
Linyi,CN,35.06306,118.34278,2743843,0
Linz,AT,48.30639,14.28611,204846,0
Lipa City,PH,13.9411,121.1631,212287,0
Lipetsk,RU,52.5876,39.55151,509735,0
Lira,UG,2.2499,32.89985,119323,0
Lisala,CD,2.15127,21.51672,117464,0
Lisbon,PT,38.72509,-9.1498,517802,1
Lishui,CN,28.46042,119.91029,451418,0
Little Rock,US,34.74648,-92.28959,202591,0
Liupanshui,CN,26.59444,104.83333,1320825,0
Liuzhi,CN,26.2342,105.426,138826,0
Liuzhou,CN,24.32405,109.40698,1436599,0
Liverpool,GB,53.41058,-2.97794,496770,0
Livingstone,ZM,-17.84194,25.85425,178361,0
Livoberezhnyi,UA,47.1093,37.64306,122175,0
Livorno,IT,43.54427,10.32615,157017,0
Lizhi,CN,29.70317,107.39521,156753,0
Ljubljana,SI,46.05108,14.50513,272220,1
Lleida,ES,41.61674,0.62218,140797,0
Lo Prado,CL,-33.4443,-70.72552,104316,0
Loa Janan,ID,-0.58295,117.09503,212816,0
Lobito,AO,-12.3644,13.53601,393079,0
Lodhran,PK,29.5339,71.63244,144512,0
Lodz,PL,51.77058,19.47395,639890,0
Logan City,AU,-27.63917,153.10944,345098,0
Logrono,ES,42.46615,-2.45115,151164,0
Loja,EC,-3.99313,-79.20422,274112,0
Lomas de Zamora,AR,-34.7574,-58.40279,111897,0
Lome,TG,6.12874,1.22154,2188376,1
London,CA,42.98339,-81.23304,422324,0
London,GB,51.50853,-0.12574,8961989,1
Londrina,BR,-23.31028,-51.16278,588125,0
Long Beach,US,33.76696,-118.18923,474140,0
Long Bien,VN,21.03333,105.9,347829,0
Long Khanh,VN,10.92655,107.24783,171276,0
Long Xuyen,VN,10.38639,105.43518,286140,0
Longfeng,CN,46.53168,125.1038,152074,0
Longgang,CN,22.72289,114.26326,215273,0
Longjiang,CN,47.33601,123.196,106384,0
Longjing,CN,42.77131,129.42307,117185,0
Longling County,CN,24.58663,98.68934,270000,0
Longshan,CN,42.88545,125.1367,465249,0
Longshui,CN,29.56555,105.76205,121609,0
Longueuil,CA,45.5152,-73.46818,229330,0
Longyan,CN,25.07485,117.01775,1025087,0
Longyearbyen,SJ,78.22334,15.64689,2368,1
Loni,IN,28.75143,77.29023,516082,0
Los Angeles,CL,-37.46973,-72.35366,125430,0
Los Angeles,US,34.05223,-118.24368,3820914,0
Los Banos,PH,14.17025,121.24181,117030,0
Los Mochis,MX,25.79097,-108.99825,256613,0
Los Puertos de Altagracia,VE,10.71492,-71.52168,101527,0
Los Rastrojos,VE,10.02588,-69.24166,100497,0
Los Teques,VE,10.34954,-67.04266,252242,0
Loudi,CN,27.73444,111.99444,497171,0
Louga,SN,15.61867,-16.22436,113365,0
Louisville,US,38.25424,-85.75941,624444,0
Lowell,US,42.63342,-71.31617,110699,0
Lower Hutt,NZ,-41.21667,174.91667,114200,0
Lu'an,CN,31.73561,116.51688,1644344,0
Luancheng,CN,37.88452,114.64629,597130,0
Luanda,AO,-8.83682,13.23432,2776168,1
Luanshya,ZM,-13.13667,28.41661,193293,0
Lubango,AO,-14.91717,13.4925,600751,0
Lubbock,US,33.57786,-101.85517,249042,0
Lublin,PL,51.25058,22.57009,336339,0
Lubuklinggau,ID,-3.2945,102.8614,234166,0
Lubumbashi,CD,-11.66089,27.47938,2221925,0
Lucapa,AO,-8.41915,20.74466,110000,0
Lucena,PH,13.93139,121.61722,228758,0
Lucknow,IN,26.83928,80.92313,2472011,0
Ludhiana,IN,30.91204,75.85379,1618879,0
Ludwigshafen am Rhein,DE,49.48121,8.44641,163196,0
Luebeck,DE,53.86893,10.68729,212207,0
Lueliang,CN,37.5192,111.14436,3346500,0
Luena,AO,-11.78333,19.91667,273675,0
Lugazi,UG,0.36788,32.9376,128400,0
Luhansk,UA,48.56814,39.30553,397677,0
Luis Eduardo Magalhaes,BR,-12.09086,-45.78501,107909,0
Lumajang,ID,-8.1335,113.2248,123626,0
Luodian,CN,31.41556,121.33444,118323,0
Luohe,CN,33.57424,114.03261,1294974,0
Luohu District,CN,22.54721,114.13149,1143801,0
Luojiang,CN,31.30497,104.50484,212186,0
Luoyang,CN,34.67345,112.43684,1390581,0
Luoyang,CN,23.16244,114.27342,123144,0
Lusail,QA,25.4175,51.5075,198600,0
Lusaka,ZM,-15.40669,28.28713,2212301,1
Lushui,CN,25.8232,98.85853,197000,0
Luton,GB,51.87967,-0.41748,225262,0
Lutsk,UA,50.75784,25.35024,215986,0
Luxembourg,LU,49.60982,6.13268,76684,1
Luxor,EG,25.69893,32.6421,422407,0
Luzhou,CN,28.8903,105.42575,998900,0
Luziania,BR,-16.2525,-47.95028,209129,0
Lviv,UA,49.83826,24.02324,717273,0
Lyon,FR,45.74906,4.84789,520774,0
Lyon 03,FR,45.76124,4.85184,102725,0
Lyubertsy,RU,55.67719,37.89322,154650,0
Lyublino,RU,55.67738,37.76005,172000,0
M'Sila,DZ,35.70889,4.53722,132975,0
Ma On Shan,HK,22.40613,114.24079,215200,0
Ma'anshan,CN,31.68579,118.51008,741531,0
Maastricht,NL,50.84833,5.68889,122378,0
Maba,CN,24.68413,113.59839,113609,0
Mabalacat City,PH,15.22303,120.57117,188050,0
Mabopane,ZA,-25.509,28.064,110972,0
Macae,BR,-22.38484,-41.78324,143029,0
Macapa,BR,0.03889,-51.06639,512902,0
Macau,MO,22.20056,113.54611,649335,1
Maceio,BR,-9.66583,-35.73528,1031597,0
Machala,EC,-3.25886,-79.95876,289141,0
Macheng,CN,31.18013,115.02213,126366,0
Machida,JP,35.54028,139.45083,431079,0
Machilipatnam,IN,16.18747,81.13888,192827,0
Machiques,VE,10.06077,-72.55212,132734,0
Madanapalle,IN,13.5503,78.50288,180180,0
Madhavaram,IN,13.14819,80.2314,119105,0
Madhurampur Dehri,IN,24.96899,84.1964,137231,0
Madhyamgram,IN,22.68944,88.44594,161126,0
Madhyapur Thimi,NP,27.68056,85.3875,119955,0
Madinah,SA,24.46861,39.61417,1300000,0
Madinat Hamad,BH,26.11528,50.50694,133550,0
Madinat an Nasr,EG,30.06667,31.3,668413,0
Madison,US,43.07305,-89.40123,280305,0
Madiun,ID,-7.6298,111.5239,202544,0
Madrid,CO,4.73245,-74.26419,135000,0
Madrid,ES,40.4165,-3.70256,3255944,1
Madrid Centro,ES,40.41831,-3.70275,149718,0
Madurai,IN,9.919,78.11953,1465625,0
Maebashi,JP,36.4,139.08333,332149,0
Magangue,CO,9.24202,-74.75467,123982,0
Magdalena Contreras,MX,19.33212,-99.21118,238431,0
Magdeburg,DE,52.13129,11.63189,244329,0
Mage,BR,-22.65278,-43.04056,244092,0
Magelang,ID,-7.47056,110.21778,128709,0
Maghaghah,EG,28.64776,30.841,118223,0
Magnitogorsk,RU,53.39808,59.0066,413351,0
Magugpo Poblacion,PH,7.4475,125.8046,233254,0
Mahabad,IR,36.7631,45.7222,168393,0
Mahajanga,MG,-15.71667,46.31667,260556,0
Maharagama,LK,6.848,79.9265,195355,0
Mahbubnagar,IN,16.74385,77.98597,190400,0
Mahesana,IN,23.59864,72.38472,190753,0
Maheshtala,IN,22.50862,88.25322,448317,0
Mahilyow,BY,53.90876,30.34044,353110,0
Maianga,AO,-8.84693,13.23698,727681,0
Maicao,CO,11.37837,-72.2395,166603,0
Maidstone,GB,51.26667,0.51667,107627,0
Maiduguri,NG,11.84692,13.15712,1110000,0
Maijdi,BD,22.86667,91.1,132185,0
Mailsi,PK,29.80123,72.17398,125431,0
Mainz,DE,49.98185,8.28008,222889,0
Maipu,CL,-33.51421,-70.7651,503635,0
Mairipora,BR,-23.31861,-46.58667,101937,0
Majie,CN,25.0319,102.638,131696,0
Majuro,MH,7.08971,171.38027,25400,1
Makassar,ID,-5.14861,119.43194,1474393,0
Makati City,PH,14.55027,121.03269,510383,0
Makhachkala,RU,42.97782,47.50027,596356,0
Makiyivka,UA,48.04782,37.92576,338968,0
Makkah,SA,21.42664,39.82563,1578722,0
Makumbako,TZ,-8.85,34.83333,116232,0
Makurdi,NG,7.73375,8.52139,390000,0
Malabo,GQ,3.75578,8.78166,155963,0
Malabon,PH,14.67333,120.93972,365525,0
Malacca,MY,2.196,102.2405,579000,0
Malaga,ES,36.72016,-4.42034,592346,0
Malakal,SS,9.53342,31.66049,160765,0
Malambo,CO,10.85953,-74.77386,129148,0
Malang,ID,-7.9797,112.6304,889359,0
Malanje,AO,-9.54015,16.34096,455000,0
Malappuram,IN,11.04199,76.08154,101386,0
Malatia-Sebastia,AM,40.17396,44.4457,150500,0
Malatya,TR,38.35018,38.31667,750491,0
Malayer,IR,34.30158,48.82166,170237,0
Malda,IN,25.00447,88.14573,170039,0
Maldonado,UY,-34.89791,-54.95021,102000,0
Male,MV,4.17521,73.50916,103693,1
Malegaon,IN,20.54966,74.53462,481228,0
Maler Kotla,IN,30.5309,75.87949,135424,0
Malindi,KE,-3.21799,40.11692,119859,0
Malingao,PH,7.16083,124.475,1121974,0
Malir Cantonment,PK,24.94343,67.20591,300000,0
Malita,PH,6.415,125.61167,118438,0
Malkajgiri,IN,17.44781,78.52633,150000,0
Mallawi,EG,27.73264,30.84129,212628,0
Malmoe,SE,55.60587,13.00073,362133,0
Malolos,PH,14.8443,120.81039,269809,0
Maltepe,TR,40.93567,29.15507,427040,0
Mamoudzou,YT,-12.78234,45.22878,54831,1
Man,CI,7.41251,-7.55383,241969,0
Man'gyongdae-ri,KP,38.99182,125.65871,321690,0
Manacapuru,BR,-3.29972,-60.62056,110691,0
Manado,ID,1.48218,124.84892,458582,0
Managua,NI,12.13282,-86.2504,973087,1
Manama,BH,26.22787,50.58565,147074,1
Manas,KG,40.94498,72.99313,123239,0
Manaus,BR,-3.10194,-60.025,2219580,0
Manchester,GB,53.48095,-2.23743,568996,0
Manchester,US,42.99564,-71.45479,110229,0
Mandalay,MM,21.97473,96.08359,1208099,0
Mandaluyong,PH,14.57837,121.03522,425000,0
Mandaluyong City,PH,14.5832,121.0409,465902,0
Mandaqui,BR,-23.45947,-46.64086,103665,0
Mandaue City,PH,10.32361,123.92222,331320,0
Mandera,KE,3.93726,41.85688,114718,0
Mandi Bahauddin,PK,32.58704,73.49123,129733,0
Mandimba,MZ,-14.3525,35.65056,118922,0
Mandoli,IN,28.70275,77.30995,120417,0
Mandsaur,IN,24.07184,75.06986,141667,0
Mandurah,AU,-32.5269,115.7217,107643,0
Mandya,IN,12.5223,76.89746,137358,0
Maneah,GN,9.73333,-13.41667,194297,0
Manfalut,EG,27.3126,30.96987,117925,0
Mangalagiri,IN,16.43083,80.56815,107197,0
Mangaluru,IN,12.91723,74.85603,499487,0
Mango,IN,22.8275,86.21639,223805,0
Manhattan,US,40.78343,-73.96625,1487536,0
Manila,PH,14.6042,120.9822,1600000,1
Manisa,TR,38.61202,27.42647,243971,0
Manizales,CO,5.0668,-75.50684,434403,0
Manjhand,PK,25.90827,68.23683,140766,0
Mannheim,DE,49.4891,8.46694,307960,0
Manokwari,ID,-0.86291,134.06402,132300,0
Manolo Fortich,PH,8.36972,124.86444,118075,0
Manp'o,KP,41.15472,126.28944,116760,0
Mansa,ZM,-11.19976,28.89431,170965,0
Mansfield,GB,53.13333,-1.2,171958,0
Mansilingan,PH,10.63111,122.97889,454150,0
Manta,EC,-0.94937,-80.73137,264281,0
Mantampay,PH,8.16667,124.21667,265032,0
Mantilla,CU,23.06794,-82.34143,206918,0
Manukau City,NZ,-36.99282,174.87986,362000,0
Manzanillo,CU,20.3424,-77.11928,128188,0
Manzanillo,MX,19.11695,-104.34214,159853,0
Manzini,SZ,-26.49884,31.38004,110537,0
Maoming,CN,21.66625,110.91364,1307802,0
Maputo,MZ,-25.96553,32.58322,1254837,1
Mar del Plata,AR,-38.00042,-57.5562,593337,0
Mar'ino,RU,55.65,37.71667,243000,0
Maraba,BR,-5.38146,-49.13232,145860,0
Maracaibo,VE,10.64232,-71.61089,1752602,0
Maracanau,BR,-3.87667,-38.62556,234509,0
Maracay,VE,10.24972,-67.59475,464700,0
Maradi,NE,13.5,7.10174,361702,0
Maragheh,IR,37.39206,46.23909,262604,0
Maragheh,IR,35.82916,59.63324,262604,0
Maramag,PH,7.76333,125.00528,109864,0
Maran,MY,3.586,102.773,111056,0
Marand,IR,38.4329,45.7749,124191,0
Maranguape,BR,-3.89083,-38.68556,105093,0
Marawi City,PH,8.0034,124.28395,259993,0
Marbella,ES,36.51543,-4.88583,156295,0
Marcory,CI,5.31198,-3.99363,214061,0
Mardan,PK,34.19794,72.04965,300424,0
Mardin,TR,37.31309,40.74357,129864,0
Marg'ilon,UZ,40.47237,71.72463,253500,0
Marianao,CU,23.07387,-82.42969,134057,0
Mariara,VE,10.29532,-67.7177,116142,0
Marica,BR,-22.91944,-42.81861,211986,0
Mariehamn,AX,60.09726,19.93481,10682,1
Marienthal,DE,53.56667,10.08333,287101,0
Marigot,MF,18.06819,-63.08302,5700,1
Marikina City,PH,14.6481,121.1133,471323,0
Marilia,BR,-22.21389,-49.94583,240590,0
Maringa,BR,-23.42528,-51.93861,311724,0
Marituba,BR,-1.35528,-48.34194,111785,0
Mariupol,UA,47.09514,37.54131,230000,0
Marivan,IR,35.51829,46.18298,136654,0
Mariveles,PH,14.43385,120.48569,156200,0
Marka,SO,1.71594,44.77166,230100,0
Markham,CA,43.86682,-79.2663,338503,0
Marne La Vallee,FR,48.83584,2.64241,318325,0
Maroua,CM,10.59095,14.31593,314122,0
Marrakesh,MA,31.63416,-7.99994,995871,0
Marsa Matruh,EG,31.3529,27.23725,176498,0
Marseille,FR,43.29695,5.38107,877215,0
Martapura,ID,-3.4109,114.8642,131449,0
Marugame,JP,34.28333,133.78333,109513,0
Marvdasht,IR,29.87407,52.80258,148858,0
Mary,TM,37.59378,61.83031,167027,0
Maryvale,US,33.50199,-112.17765,208189,0
Marzahn,DE,52.54525,13.56983,111508,0
Masai,MY,1.4907,103.8788,141730,0
Masaka,UG,-0.33379,31.73409,116600,0
Masan,KR,35.12725,126.83149,434371,0
Masaya,NI,11.97316,-86.09587,130113,0
Mascara,DZ,35.39664,0.14027,108629,0
Maseru,LS,-29.31667,27.48333,359753,1
Mashhad,IR,36.29807,59.60567,2307177,0
Masina,CD,-4.38361,15.39139,485167,0
Masindi,UG,1.67444,31.715,110500,0
Masjed Soleyman,IR,31.9364,49.3039,100497,0
Mata-Utu,WF,-13.28163,-176.17453,1200,1
Matadi,CD,-5.83861,13.46306,425662,0
Matagalpa,NI,12.92795,-85.91906,109089,0
Matanzas,CU,23.04388,-81.58284,146733,0
Mataram,ID,-8.58333,116.11667,441147,0
Mataro,ES,41.54211,2.4445,126988,0
Mathura,IN,27.5035,77.67215,330511,0
Mati,PH,6.95508,126.21655,105908,0
Matola,MZ,-25.96222,32.45889,1198988,0
Matsubara,JP,34.56667,135.55,130855,0
Matsudo,JP,35.77995,139.90144,498575,0
Matsue,JP,35.48333,133.05,203616,0
Matsumoto,JP,36.23333,137.96667,241145,0
Matsusaka,JP,34.57895,136.53706,159145,0
Matsuto,JP,36.51667,136.56667,110408,0
Matsuyama,JP,33.83916,132.76574,511192,0
Matuga,KE,-4.168,39.57068,194252,0
Maturin,VE,9.74569,-63.18323,647459,0
Mau,IN,25.94167,83.56111,246050,0
Maua,BR,-23.66778,-46.46139,477552,0
Mawlamyine,MM,16.49051,97.62825,438861,0
Maxixe,MZ,-23.85972,35.34722,126408,0
Maykop,RU,44.60789,40.10242,141970,0
Mazabuka,ZM,-15.85601,27.748,104412,0
Mazar-e Sharif,AF,36.70904,67.11087,523300,0
Mazatlan,MX,23.22163,-106.41885,381583,0
Mazyr,BY,52.04162,29.21631,105152,0
Mbabane,SZ,-26.31667,31.13333,76218,1
Mbake,SN,14.79032,-15.90803,101451,0
Mbale,UG,1.08209,34.17503,111300,0
Mbandaka,CD,0.04865,18.26034,455011,0
Mbanza Kongo,AO,-6.26667,14.23833,148000,0
Mbanza-Ngungu,CD,-5.25837,14.85838,142773,0
Mbarara,UG,-0.60467,30.64851,221300,0
Mbeya,TZ,-8.9,33.45,541603,0
Mbombela,ZA,-25.47512,30.96935,110159,0
Mbour,SN,14.42196,-16.96375,284189,0
Mbuji-Mayi,CD,-6.13603,23.58979,2101332,0
McAllen,US,26.20341,-98.23001,140269,0
McKinney,US,33.19762,-96.61527,162898,0
Mdantsane,ZA,-32.93324,27.77656,205504,0
Meads,US,38.41258,-82.70905,288649,0
Medan,ID,3.58333,98.66667,2486283,0
Medea,DZ,36.26417,2.75393,145441,0
Medellin,CO,6.245,-75.57151,1999979,0
Medina Estates,GH,5.6658,-0.16307,101207,0
Medinipur,IN,22.42114,87.32257,153349,0
Meerut,IN,28.98002,77.70636,1223184,0
Meguro,JP,35.6322,139.70174,288088,0
Meiktila,MM,20.87776,95.85844,177442,0
Meishan,CN,30.04392,103.83696,1107742,0
Meizhou,CN,24.28859,116.11768,992351,0
Mejicanos,SV,13.72397,-89.188,160317,0
Mek'ele,ET,13.49667,39.47528,457900,0
Meknes,MA,33.89352,-5.54727,568295,0
Melbourne,AU,-37.814,144.96332,5435590,0
Melitopol,UA,46.84735,35.38196,148851,0
Memphis,US,35.14953,-90.04898,633104,0
Mendip,GB,51.2372,-2.6266,110000,0
Mendoza,AR,-32.88946,-68.84582,114893,0
Mengmao,CN,24.00139,97.86499,112578,0
Mengzi,CN,23.36779,103.38212,595100,0
Menongue,AO,-14.6585,17.69099,251178,0
Mentougou,CN,39.93819,116.09307,197772,0
Merauke,ID,-8.49958,140.40613,116864,0
Mercier-Hochelaga-Maisonneuve,CA,45.57194,-73.54626,142753,0
Merida,MX,20.967,-89.62318,1201000,0
Merida,VE,8.57899,-71.16922,300000,0
Merkezefendi,TR,37.80544,29.04236,280341,0
Merlo,AR,-34.66536,-58.72744,268961,0
Mersin,TR,36.81196,34.63886,537842,0
Mesa,US,33.42227,-111.82264,471825,0
Mesquite,US,32.7668,-96.59916,144788,0
Messina,IT,38.19394,15.55256,219948,0
Mestre,IT,45.49167,12.24538,147662,0
Metairie,US,29.98409,-90.15285,138481,0
Metairie Terrace,US,29.97854,-90.16396,142489,0
Metro,ID,-5.11306,105.30667,182293,0
Metz,FR,49.11911,6.17269,123914,0
Mexicali,MX,32.62781,-115.45446,1032686,0
Mexico City,MX,19.42847,-99.12766,12294193,1
Meycauayan,PH,14.73694,120.96083,228023,0
Mezhdurechensk,RU,53.68993,88.06221,101026,0
Miami,US,25.77427,-80.19366,487014,0
Miami Gardens,US,25.94204,-80.2456,113187,0
Mian Channun,PK,30.44067,72.35679,140112,0
Miandoab,IR,36.96667,46.10961,134425,0
Mianeh,IR,37.421,47.715,182848,0
Mianwali,PK,32.57756,71.52847,129500,0
Mianyang,CN,31.46784,104.68168,1550000,0
"Mianzhu, Deyang, Sichuan",CN,31.33786,104.22057,510000,0
Miass,RU,55.04552,60.10756,167500,0
Middelburg,ZA,-25.77507,29.46482,196263,0
Middlesbrough,GB,54.57623,-1.23483,142707,0
Midland,US,31.99735,-102.07791,132524,0
Midsayap,PH,7.19083,124.53028,117365,0
Miguel Hidalgo,MX,19.43411,-99.20024,372889,0
Milagro,EC,-2.13396,-79.59337,133508,0
Milan,IT,45.46427,9.18951,1371498,0
Milton,CA,43.51681,-79.88294,132979,0
Milton Keynes,GB,52.04172,-0.75583,256385,0
Milwaukee,US,43.0389,-87.90647,563531,0
Minamirinkan,JP,35.49527,139.44279,224015,0
Minatitlan,MX,18.00011,-94.5569,112046,0
Minato,JP,34.2152,135.1501,375339,0
Minato City,JP,35.6581,139.7515,260486,0
Mingachevir,AZ,40.76422,47.06227,106048,0
Mingala Tangnyunt,MM,16.78855,96.17234,132494,0
Mingaladon,MM,16.92406,96.09768,136000,0
Mingora,PK,34.7795,72.36265,361112,0
Mingshui,CN,36.71667,117.5,114858,0
Minhang,CN,31.10881,121.37471,2716600,0
Minna,NG,9.61524,6.54776,425000,0
Minneapolis,US,44.97997,-93.26384,410939,0
Minoh,JP,34.82691,135.47057,136868,0
Minsk,BY,53.90019,27.56653,1742124,1
Minya,EG,28.09193,30.75813,283605,0
Miraflores,PE,-12.11331,-77.03274,187401,0
Miramar,MX,22.36094,-97.89997,118614,0
Miramar,US,25.98731,-80.23227,137132,0
Miri,MY,4.39928,113.99163,300543,0
Mirpur Khas,PK,25.5276,69.01255,267833,0
Mirpur Model Thana,BD,23.80931,90.36093,546503,0
Miryalaguda,IN,16.8722,79.56247,104918,0
Mirzapur,IN,25.1449,82.56534,220029,0
"Misato, Saitama",JP,35.84373,139.88347,142145,0
Mishima,JP,35.11667,138.91667,107851,0
Miskolc,HU,48.10327,20.77806,154521,0
Misratah,LY,32.37535,15.09254,355657,0
Mississauga,CA,43.5789,-79.6583,717961,0
Mit Ghamr,EG,30.71524,31.2592,153754,0
Mito,JP,36.35,140.45,270685,0
Mitrovice,XK,42.88333,20.86667,107045,0
Mitte,DE,52.52003,13.40489,102338,0
Mityana,UG,0.4175,32.02278,105200,0
Mixco,GT,14.63077,-90.60711,465773,0
Miyakonojo,JP,31.73333,131.06667,161137,0
Miyazaki,JP,31.91667,131.41667,401339,0
Mlolongo,KE,-1.39639,36.94028,136351,0
Moanda,CD,-5.92753,12.37148,128804,0
Mobile,US,30.69436,-88.04305,183289,0
Mocuba,MZ,-16.8375,36.98556,196001,0
Modakeke,NG,7.38299,4.26031,119529,0
Model Town,PK,31.48104,74.32563,100000,0
Modena,IT,44.64783,10.92539,184732,0
Modesto,US,37.6391,-120.99688,211266,0
Moenchengladbach,DE,51.18539,6.44172,261742,0
Moeng Yang,MM,21.8478,99.67651,117108,0
Moers,DE,51.45342,6.6326,103487,0
Moga,IN,30.81383,75.16878,163397,0
Mogadishu,SO,2.03711,45.34375,2587183,1
Mogi Guacu,BR,-22.3677,-46.94552,153658,0
Mogi das Cruzes,BR,-23.52278,-46.18833,325746,0
Mohali,IN,30.67995,76.72211,166864,0
Mohammad Shahr,IR,35.763,50.9171,119418,0
Mohammadpur,BD,24.89843,88.52844,527571,0
Mohammedia,MA,33.68607,-7.38298,227799,0
Mojokerto,ID,-7.4664,112.4338,141785,0
Mokopane,ZA,-24.19436,29.00974,101090,0
Mokotow,PL,52.1934,21.03487,217683,0
Mokpo,KR,34.81282,126.39181,268402,0
Mombasa,KE,-4.05466,39.66359,1208333,0
Monaco,MC,43.73718,7.42145,32965,1
Moncloa-Aravaca,ES,40.43547,-3.7317,116531,0
Monclova,MX,26.90687,-101.42056,215271,0
Mong Cai,VN,21.52471,107.96619,108553,0
Mongu,ZM,-15.24835,23.12741,111450,0
Monrovia,LR,6.30054,-10.7969,1542549,1
Monteria,CO,8.75081,-75.87823,490935,0
Monterrey,MX,25.68435,-100.31721,1135512,0
Montes Claros,BR,-16.735,-43.86167,414240,0
Montevideo,UY,-34.90328,-56.18816,1270737,1
Montgomery,US,32.36681,-86.29997,195287,0
Montpellier,FR,43.61093,3.87635,248252,0
Montreal,CA,45.50884,-73.58781,1762949,0
Montreuil,FR,48.86415,2.44322,111240,0
Monywa,MM,22.10856,95.13583,182011,0
Monza,IT,45.58005,9.27246,124398,0
Mopti,ML,14.4843,-4.18296,186187,0
Moradabad,IN,28.83893,78.77684,721139,0
Moratalaz,ES,40.40742,-3.64935,104923,0
Moratuwa,LK,6.773,79.8816,168280,0
Morelia,MX,19.70078,-101.18443,743275,0
Morena,IN,26.49892,77.99534,200482,0
Moreno,AR,-34.63401,-58.79138,148290,0
Moreno Valley,US,33.93752,-117.23059,204198,0
Moriguchi,JP,34.73333,135.56667,143096,0
Morioka,JP,39.7,141.15,290700,0
Mormugao,IN,15.38914,73.81491,102345,0
Moro,PK,26.66317,68.00016,142685,0
Morogoro,TZ,-6.82102,37.66122,471409,0
Moroni,KM,-11.70216,43.25506,74749,1
Morvi,IN,22.81731,70.8377,210451,0
Moscow,RU,55.75204,37.61781,10381222,1
Moshi,TZ,-3.35,37.33333,221733,0
Mosquera,CO,4.70592,-74.23021,128012,0
Mossamedes,AO,-15.19611,12.15222,255000,0
Mossoro,BR,-5.1875,-37.34417,264577,0
Mostaganem,DZ,35.93115,0.08918,162885,0
Mostar,BA,43.34333,17.80806,104518,0
Mostoles,ES,40.32234,-3.86496,207095,0
Mosul,IQ,36.335,43.11889,1683000,0
Mothihari,IN,26.64862,84.91656,126158,0
Motijheel,BD,23.72772,90.41919,202308,0
Moundou,TD,8.57437,16.07722,196124,0
Mpanda,TZ,-6.34379,31.06951,204338,0
Mpumalanga,ZA,-29.81292,30.63646,140121,0
Mthatha,ZA,-31.58893,28.78443,164848,0
Mtwara,TZ,-10.26667,40.18333,140793,0
Mu-se,MM,23.99742,97.90109,165022,0
Muar,MY,2.0442,102.5689,314776,0
Mubende,UG,0.55849,31.39489,121600,0
Mubi,NG,10.26858,13.26701,225705,0
Mudanjiang,CN,44.54804,129.62594,665915,0
Mueang Nonthaburi,TH,13.86075,100.51477,254375,0
Muelheim,DE,51.43218,6.87967,173050,0
Muenster,DE,51.96236,7.62571,308258,0
Mufulira,ZM,-12.54982,28.24071,169136,0
Mukalla,YE,14.54248,49.12424,594951,0
Mukim Pulai,MY,1.53333,103.66667,505661,0
Mukono,UG,0.35333,32.75528,191300,0
Muktsar,IN,30.47426,74.5166,116747,0
Mulenvos,AO,-8.86695,13.3344,882014,0
Mulhouse,FR,47.75205,7.32866,111430,0
Multan,PK,30.19679,71.47824,2169915,0
Mulugu,IN,18.191,79.943,297671,0
Mumbai,IN,19.07283,72.88261,12691836,0
Munger,IN,25.37459,86.47455,213303,0
Munich,DE,48.13743,11.57549,1505005,0
Muntinlupa,PH,14.39028,121.0475,552225,0
Munuf,EG,30.46597,30.93199,125707,0
Muratpasa,TR,36.89157,30.76498,450000,0
Murcia,ES,37.98704,-1.13004,471982,0
Murfreesboro,US,35.84562,-86.39027,165430,0
Muriae,BR,-21.13056,-42.36639,104108,0
Muricay,PH,7.8275,123.4782,132094,0
Muridke,PK,31.80258,74.25772,254291,0
Murmansk,RU,68.96778,33.09922,295374,0
Murom,RU,55.56853,42.02388,126931,0
Murrieta,US,33.55391,-117.21392,109830,0
Murwara,IN,23.83776,80.39405,221883,0
Musaffah,AE,24.35893,54.48267,243341,0
Musanze,RW,-1.49984,29.63497,153368,0
Musashino,JP,35.70611,139.55944,150149,0
Muscat,OM,23.58413,58.40778,797000,1
Mushin,NG,6.52799,3.35411,199000,0
Musoma,TZ,-1.5,33.8,164172,0
Mustafabad,IN,28.71974,77.26781,127167,0
Mustafakemalpasa,TR,40.03815,28.40866,101412,0
Mutare,ZW,-18.9707,32.67086,224802,0
Muzaffarabad,PK,34.37002,73.47082,725000,0
Muzaffargarh,PK,30.07258,71.19379,235541,0
Muzaffarnagar,IN,29.47091,77.70332,349706,0
Muzaffarpur,IN,26.12259,85.39055,354462,0
Mwala,KE,-1.35255,37.45482,181896,0
Mwanza,TZ,-2.51667,32.9,1104521,0
Mwene,CD,-9.81697,22.87023,295683,0
Mwene-Ditu,CD,-7.00906,23.45278,189177,0
My Hao,VN,20.91667,106.08333,115608,0
My Tho,VN,10.36004,106.35996,270700,0
Myeik,MM,12.43954,98.60028,173298,0
Myingyan,MM,21.46002,95.3884,141713,0
Mykilska Borshchahivka,UA,50.42638,30.37442,127400,0
Mykolayiv,UA,46.97625,31.99296,470011,0
Mymensingh,BD,24.75636,90.40646,225126,0
Mysuru,IN,12.29791,76.63925,920550,0
Mytishchi,RU,55.91099,37.72964,160542,0
Mzuzu,MW,-11.46556,34.02071,249564,0
N'Djamena,TD,12.10672,15.0444,1359526,1
N'dalatando,AO,-9.29782,14.91162,161584,0
NIA Valencia,PH,7.90639,125.09417,223620,0
