name,country,lat,lon,population,capital
Barreiras,BR,-12.15278,-44.99,159734,0
Barretos,BR,-20.55722,-48.56778,122485,0
Barrie,CA,44.40011,-79.66634,147829,0
Barshi,IN,18.23454,75.69275,118722,0
Barueri,BR,-23.51056,-46.87611,316473,0
Baruta,VE,10.43424,-66.87558,244216,0
Barysaw,BY,54.2279,28.505,135696,0
Basaksehir,TR,41.106,28.791,193750,0
Basel,CH,47.55839,7.57327,177595,0
Bashan,CN,27.76823,116.05017,103748,0
Basildon,GB,51.56844,0.45782,144859,0
Basingstoke,GB,51.26249,-1.08708,107642,0
Basirhat City,IN,22.66142,88.85477,143007,0
Basrah,IQ,30.50852,47.7804,1326564,0
Basse-Terre,GP,15.99714,-61.73214,11472,1
Basseterre,KN,17.2955,-62.72499,12920,1
Basti,IN,26.78817,82.71617,115115,0
Basuo,CN,19.10267,108.66565,444458,0
Bat Yam,IL,32.02379,34.75185,129012,0
Bata,GQ,1.86391,9.76582,173046,0
Batala,IN,31.80921,75.20294,158621,0
Batam,ID,1.14937,104.02491,1296960,0
Batang,ID,-6.4846,110.7083,139492,0
Batangas,PH,13.7567,121.0584,237370,0
Bataysk,RU,47.13746,39.75713,109962,0
Bath,GB,51.3751,-2.36172,101557,0
Bathinda,IN,30.20747,74.93893,285788,0
Batikent,TR,39.96833,32.73083,300000,0
Batman,TR,37.88738,41.13221,452157,0
Batna,DZ,35.55597,6.17414,289504,0
Baton Rouge,US,30.44332,-91.18747,227470,0
Battagram,PK,34.67719,73.02329,700000,0
Battambang,KH,13.10271,103.19822,119251,0
Batu,ID,-7.87,112.52833,225408,0
Batu Caves,MY,3.238,101.682,254083,0
Batu Pahat,MY,1.8548,102.9325,156236,0
Batumi,GE,41.64077,41.6306,186949,0
Baturaja,ID,-4.12891,104.16695,134759,0
Baubau,ID,-5.4633,122.6024,161280,0
Bauchi,NG,10.31032,9.84388,693700,0
Bauru,BR,-22.31472,-49.06056,379297,0
Bawshar,OM,23.57769,58.39982,383257,0
Bayambang,PH,15.8127,120.4557,129506,0
Bayamo,CU,20.37368,-76.64272,192632,0
Bayamon,PR,18.39856,-66.15572,203499,0
Bayan Lepas,MY,5.29992,100.26052,130455,0
Bayan Nur,CN,40.74143,107.38599,1760000,0
Bayawan,PH,9.3649,122.804,126744,0
Bayji,IQ,34.92915,43.48878,173677,0
Bayugan,PH,8.75611,125.7675,110313,0
Bazhong,CN,31.8694,106.74432,2712894,0
Beau Bassin-Rose Hill,MU,-20.23325,57.46609,111355,0
Beaumont,US,30.08605,-94.10185,115282,0
Beawar,IN,26.10119,74.32028,151152,0
Bechar,DZ,31.61667,-2.21667,165241,0
Becontree,GB,51.5529,0.129,100000,0
Bedford,GB,52.13459,-0.46632,106940,0
Bedok New Town,SG,1.32639,103.94167,276990,0
Beed,IN,18.98921,75.75634,146709,0
Beersheba,IL,31.25181,34.7913,186600,0
Begoua,CF,4.45437,18.53475,264067,0
Begusarai,IN,25.41853,86.13389,252008,0
Behbahan,IR,30.5959,50.2417,122604,0
Bei'an,CN,48.26667,126.6,436444,0
Beibei,CN,29.82739,106.43645,247702,0
Beihai,CN,21.48349,109.11549,525329,0
Beijing,CN,39.9075,116.39723,18960744,1
Beiliu,CN,22.70722,110.34917,199769,0
Beining,CN,41.59556,121.79278,152033,0
Beipiao,CN,41.79194,120.77917,190315,0
Beira,MZ,-19.84361,34.83889,687764,0
Beirut,LB,33.89332,35.50157,1916100,1
Bejaia,DZ,36.75587,5.08433,176139,0
Bekasi,ID,-6.2349,106.9896,2648272,0
Belagavi,IN,15.85212,74.50447,490045,0
Belawan,ID,3.7755,98.6832,102707,0
Belem,BR,-1.45583,-48.50444,1499641,0
Belfast,GB,54.59682,-5.92541,348005,0
Belford Roxo,BR,-22.76417,-43.39944,466096,0
Belgorod,RU,50.60343,36.58091,345289,0
Belgrade,RS,44.80401,20.46513,1273651,1
Belgrano,AR,-34.5627,-58.45829,138942,0
Bella Vista,DO,18.45539,-69.9454,175683,0
Bellevue,US,47.61038,-122.20068,139820,0
Bello,CO,6.33732,-75.55795,392939,0
Belmopan,BZ,17.25376,-88.76401,13381,1
Belo Horizonte,BR,-19.92083,-43.93778,2721564,0
Bemowo,PL,52.2546,20.90844,123932,0
Ben Cat,VN,11.15,106.6,364578,0
Ben Tre,VN,10.24147,106.37585,124449,0
Bender,MD,46.83158,29.47671,110175,0
Bendigo,AU,-36.75818,144.28024,103034,0
Benfica,AO,-8.94432,13.16431,191828,0
Bengaluru,IN,12.97194,77.59369,8495492,0
Bengbu,CN,32.94083,117.36083,972784,0
Benghazi,LY,32.11486,20.06859,757490,0
Bengkulu,ID,-3.80044,102.26554,397321,0
Benguela,AO,-12.57674,13.40268,555124,0
Beni,CD,0.49113,29.47306,140731,0
Beni Mellal,MA,32.33725,-6.34983,210397,0
Benin City,NG,6.33815,5.62575,1782000,0
Benito Juarez,MX,19.3984,-99.15766,355017,0
Benito Juarez,MX,19.3727,-99.1564,385439,0
Benoni,ZA,-26.18848,28.32078,605344,0
Bento Goncalves,BR,-29.17139,-51.51917,123151,0
Benxi,CN,41.28861,123.765,987717,0
Beppu,JP,33.27945,131.49751,122643,0
Berazategui,AR,-34.76531,-58.21278,180523,0
Berbera,SO,10.43959,45.01432,242344,0
Berberati,CF,4.26116,15.79216,103713,0
Bercham,MY,4.6411,101.1393,150000,0
Berdyansk,UA,46.75578,36.78815,106311,0
Berezniki,RU,59.4091,56.8204,167748,0
Bergamo,IT,45.69601,9.66721,121200,0
Bergedorf,DE,53.48462,10.22904,119665,0
Bergen,NO,60.39299,5.32415,294029,0
Bergisch Gladbach,DE,50.9856,7.13298,106184,0
Berkane,MA,34.92,-2.32,119284,0
Berkeley,US,37.87159,-122.27275,120972,0
Berlin,DE,52.52437,13.41053,3426354,1
Bern,CH,46.94809,7.44744,121631,1
Berrechid,MA,33.26553,-7.58754,149201,0
Bertoua,CM,4.57728,13.68459,137993,0
Besancon,FR,47.24878,6.01815,128426,0
Bet Shemesh,IL,31.73072,34.99293,124957,0
Betim,BR,-19.96778,-44.19833,384000,0
Bettiah,IN,26.80229,84.50311,132209,0
Betul,IN,21.90056,77.90229,103330,0
Bexley,GB,51.44162,0.14866,228000,0
Beylikduezue,TR,40.982,28.6399,415290,0
Bhadrak,IN,21.05447,86.5156,121338,0
Bhadravati,IN,13.84846,75.70502,163903,0
Bhadreswar,IN,22.82449,88.33841,121662,0
Bhagalpur,IN,25.24446,86.97183,400146,0
Bhairab Bazar,BD,24.0524,90.9764,105457,0
Bhakkar,PK,31.62685,71.06471,131658,0
Bhalswa Jahangirpur,IN,28.73558,77.16682,197148,0
Bharatpur,IN,27.21731,77.49009,252838,0
Bharatpur,NP,27.68027,84.43647,369377,0
Bharuch,IN,21.69482,72.9805,169007,0
Bhatara,BD,23.8,90.45,324300,0
Bhatpara,IN,22.86643,88.40113,483129,0
Bhavnagar,IN,21.76287,72.15331,605882,0
Bhawana,PK,31.56884,72.64917,373841,0
Bhayandar,IN,19.30157,72.85107,809378,0
Bhetia,IN,22.79321,86.14098,174355,0
Bhilai,IN,21.20919,81.4285,627734,0
Bhilwara,IN,25.34707,74.64081,359483,0
Bhimavaram,IN,16.54078,81.52322,146961,0
Bhind,IN,26.56671,78.78728,197585,0
Bhisho,ZA,-32.84721,27.44218,137287,0
Bhiwadi,IN,28.21024,76.86056,104921,0
Bhiwandi,IN,19.30023,73.05881,874032,0
Bhiwani,IN,28.79304,76.13968,196057,0
Bhopal,IN,23.25469,77.40289,1798218,0
Bhubaneswar,IN,20.27241,85.83385,885363,0
Bhuj,IN,23.25397,69.66928,148834,0
Bhusawal,IN,21.04365,75.78506,187421,0
Bialoleka,PL,52.32127,20.97204,129106,0
Bialystok,PL,53.13333,23.16433,295683,0
Bibirevo,RU,55.88333,37.6,159000,0
Bida,NG,9.08044,6.0099,400000,0
Bidar,IN,17.90802,77.51524,216020,0
Bielany,PL,52.29242,20.93531,131910,0
Bielefeld,DE,52.03333,8.53333,331906,0
Bielsko-Biala,PL,49.82245,19.04686,176515,0
Bien Hoa,VN,10.94469,106.82432,1272235,0
Bihar Sharif,IN,25.20084,85.52389,297268,0
Bijie,CN,27.30193,105.28627,1137383,0
Bikaner,IN,28.01762,73.31495,644406,0
Bila Tserkva,UA,49.7994,30.1165,207273,0
Bilaspur,IN,22.08005,82.15543,365579,0
Bilbao,ES,43.26271,-2.92528,347342,0
Bilbeis,EG,30.42039,31.56223,185237,0
Bilimora,IN,20.76957,72.96134,510879,0
Billings,US,45.78329,-108.50069,117116,0
Bilqas,EG,31.21452,31.35798,137080,0
Bima,ID,-8.46006,118.72667,165113,0
Bimbo,CF,4.25671,18.41583,348802,0
Binan,PH,14.34267,121.08071,300000,0
Binangonan,PH,14.4646,121.1929,219204,0
Bingoel,TR,38.88472,40.49389,128935,0
Binh Thanh,VN,10.811,106.706,552164,0
Binh Thuy,VN,10.07431,105.73974,113565,0
Binjai,ID,3.6001,98.4854,279302,0
Bintulu,MY,3.16667,113.03333,151617,0
Binzhou,CN,37.36667,118.01667,682717,0
Biratnagar,NP,26.45505,87.27007,244750,0
Birendranagar,NP,28.59669,81.61658,154886,0
Birganj,NP,27.01736,84.88047,268273,0
Birigui,BR,-21.28861,-50.34,102277,0
Birjand,IR,32.86628,59.22114,196982,0
Birkenhead,GB,53.39337,-3.01479,325264,0
Birmingham,GB,52.48142,-1.89983,1157603,0
Birmingham,US,33.52066,-86.80249,196357,0
Birnin Kebbi,NG,12.45389,4.1975,108164,0
Biryulevo,RU,55.58635,37.67781,144000,0
Bishan,CN,29.59491,106.22476,204702,0
Bishkek,KG,42.87,74.59,900000,1
Bishoftu,ET,8.75225,38.97846,207400,0
Biskra,DZ,34.85038,5.72805,204661,0
Bissau,GW,11.86357,-15.59767,439704,1
Bitung,ID,1.44059,125.12824,225134,0
Biysk,RU,52.53423,85.19661,215430,0
Bizerte,TN,37.27442,9.87391,138430,0
Blackburn,GB,53.75,-2.48333,146521,0
Blackpool,GB,53.81667,-3.05,145007,0
Blagoveshchensk,RU,50.27593,127.52637,225091,0
Blantyre,MW,-15.78499,35.00854,902588,0
Blida,DZ,36.47004,2.8277,331779,0
Blitar,ID,-8.0983,112.1681,161204,0
Bloemfontein,ZA,-29.12107,26.214,556637,0
Blumenau,BR,-26.91944,-49.06611,361855,0
Bnei Brak,IL,32.08074,34.8338,214444,0
Bo,SL,7.96472,-11.73833,233684,0
Bo GJe,VN,21.05618,105.86675,120028,0
Boa Vista,BR,2.81972,-60.67333,419652,0
Bobo-Dioulasso,BF,11.18064,-4.29489,904920,0
Bobruysk,BY,53.14676,29.20548,207351,0
Bochum,DE,51.48165,7.21648,385729,0
Bocoio,AO,-12.47017,14.13688,164685,0
Bogor,ID,-6.59444,106.78917,1078351,0
Bogorodskoye,RU,55.81396,37.72117,103000,0
Bogota,CO,4.60971,-74.08175,7674366,1
Bogra,BD,24.85098,89.37108,210000,0
Bohuniya,UA,50.27691,28.60962,147324,0
Boise,US,43.6135,-116.20345,235684,0
Bojnurd,IR,37.47473,57.32903,192041,0
Bokaro,IN,23.66934,86.15161,564319,0
Bokhtar,TJ,37.83654,68.77762,110800,0
Boksburg,ZA,-26.21197,28.25958,445168,0
Bole,CN,44.89334,82.06993,235585,0
Bologna,IT,44.49381,11.33875,394843,0
Bolton,GB,53.58333,-2.43333,141331,0
Bolu,TR,40.73583,31.60611,184682,0
Bolzano,IT,46.49067,11.33982,107436,0
Boma,CD,-5.85098,13.05364,297009,0
Bondoukou,CI,8.0402,-2.80003,141568,0
Bonn,DE,50.73438,7.09549,330579,0
Bonon,CI,6.9268,-6.0489,119938,0
Bontang,ID,0.1324,117.4854,194606,0
Borama,SO,9.93611,43.18278,597842,0
Borazjan,IR,29.2699,51.2188,110567,0
Bordeaux,FR,44.84124,-0.58046,265328,0
Bordj Bou Arreridj,DZ,36.07389,4.76139,158812,0
Bordj el Kiffan,DZ,36.74871,3.19249,123246,0
Borivli,IN,19.23496,72.85976,609617,0
Borough Park,US,40.63399,-73.99681,149248,0
Borshchahivka,UA,50.4316,30.3899,179900,0
Borujerd,IR,33.8973,48.7516,251958,0
Boshan,CN,36.48333,117.83333,153596,0
Bosque Saude,BR,-23.60926,-46.62304,128469,0
Boston,US,42.35843,-71.05977,653833,0
Botad,IN,22.16917,71.66671,130327,0
Botshabelo,ZA,-29.26737,26.72595,309714,0
Bottrop,DE,51.52392,6.9285,119909,0
Botucatu,BR,-22.88583,-48.445,148130,0
Bou Saada,DZ,35.20855,4.17402,111787,0
Bouafle,CI,6.99041,-5.7442,104209,0
Bouake,CI,7.69385,-5.03031,832371,0
Boulder,US,40.01499,-105.27055,106803,0
Boulogne-Billancourt,FR,48.83545,2.24128,108782,0
Bournemouth,GB,50.72048,-1.8795,163600,0
Bouskoura,MA,33.44976,-7.65239,112501,0
Boyeros,CU,23.0072,-82.4017,188593,0
Bozhou,CN,33.87722,115.77028,1409436,0
Bradford,GB,53.79391,-1.75206,366187,0
Braga,PT,41.5514,-8.42311,193324,0
Braganca,BR,-1.05361,-46.76556,123082,0
Braganca Paulista,BR,-22.9527,-46.54418,176811,0
Brahmanbaria,BD,23.97464,91.11228,264326,0
Brahmapur,IN,19.31151,84.7929,356598,0
Braila,RO,45.27152,27.97429,154686,0
Brakpan,ZA,-26.23656,28.36938,305692,0
Brampton,CA,43.68341,-79.76633,656480,0
Brandon,US,27.9378,-82.28592,103483,0
Brantford,CA,43.1334,-80.26636,104688,0
Brasilandia,BR,-23.44859,-46.68839,243273,0
Brasilia,BR,-15.77972,-47.92972,2207718,1
Brasov,RO,45.64861,25.60613,253200,0
Brateyevo,RU,55.63755,37.76438,102000,0
Bratislava,SK,48.14816,17.10674,423737,1
Bratsk,RU,56.1325,101.61417,256600,0
Braunschweig,DE,52.26594,10.52673,244715,0
Brazzaville,CG,-4.26613,15.28318,1982000,1
Breda,NL,51.58656,4.77596,184126,0
Bremen,DE,53.07582,8.80717,546501,0
Bremerhaven,DE,53.55357,8.57553,118610,0
Brent,GB,51.55306,-0.3023,329100,0
Brescia,IT,45.53558,10.21472,200423,0
Brest,BY,52.10894,23.71749,344470,0
Brest,FR,48.39029,-4.48628,144899,0
Breves,BR,-1.68222,-50.48028,106968,0
Bridgeport,US,41.17923,-73.18945,147629,0
Bridgetown,BB,13.10732,-59.62021,98511,1
Brighton,GB,50.82838,-0.13947,283870,0
Brisbane,AU,-27.46794,153.02809,2780063,0
Bristol,GB,51.45523,-2.59665,479024,0
Brits,ZA,-25.63473,27.78022,122497,0
Brno,CZ,49.19522,16.60796,379466,0
Broken Arrow,US,36.0526,-95.79082,106563,0
Brooklyn,US,40.6501,-73.94958,2736074,0
Brovary,UA,50.51097,30.79106,109806,0
Brownsville,US,25.90175,-97.49748,186738,0
Brugge,BE,51.20892,3.22424,118509,0
Brusque,BR,-27.09795,-48.91281,141385,0
Brussels,BE,50.85045,4.34878,1019022,1
Bryansk,RU,53.27096,34.32143,427236,0
Bucaramanga,CO,7.125,-73.11895,581130,0
Bucharest,RO,44.43225,26.10626,1877155,1
Bucheon-si,KR,37.49889,126.78306,850731,0
Buda,HU,47.5,19.03333,510108,0
Budapest,HU,47.49835,19.04045,1741041,1
Budapest III. keruelet,HU,47.54157,19.04501,123723,0
Budapest XI. keruelet,HU,47.47603,19.03605,139049,0
Budapest XIII. keruelet,HU,47.52978,19.08068,113531,0
Budaun,IN,28.03811,79.12668,161555,0
Budta,PH,7.20417,124.43972,1273715,0
Buea,CM,4.15342,9.24231,140533,0
Buenaventura,CO,3.8801,-77.03116,240387,0
Buenaventura,CO,3.58333,-77,432385,0
Buenavista,MX,19.60833,-99.16944,216776,0
Bueng Kum,TH,13.78528,100.66958,145830,0
Buenos Aires,AR,-34.61315,-58.37723,2891082,1
Bueyuekcekmece,TR,41.02072,28.58502,163140,0
Buffalo,US,42.88645,-78.87837,258071,0
Buguma,NG,4.73614,6.86236,135404,0
Buhe,CN,30.28757,112.22979,106347,0
Bujumbura,BI,-3.38193,29.36142,769317,0
Bukama,CD,-9.20443,25.85475,105530,0
Bukan,IR,36.521,46.2089,193501,0
Bukavu,CD,-2.49077,28.84281,816811,0
Bukhara,UZ,39.77026,64.43069,280187,0
Bukit Batok New Town,SG,1.35903,103.76368,158030,0
Bukit Bintang,MY,3.14657,101.71023,120529,0
Bukit Jalil,MY,3.04913,101.68036,200000,0
Bukit Merah Estate,SG,1.28417,103.82306,151250,0
Bukit Mertajam,MY,5.36301,100.4667,212329,0
Bukit Panjang New Town,SG,1.37972,103.76472,138050,0
Bukit Rahman Putra,MY,3.21727,101.5608,607000,0
Bukittinggi,ID,-0.30907,100.37055,121028,0
Bukoba,TZ,-1.33167,31.81222,144938,0
Bulandshahr,IN,28.40392,77.85773,198612,0
Bulaon,PH,15.08262,120.66288,131818,0
Bulawayo,ZW,-20.15,28.58333,665952,0
Bumba,CD,2.18771,22.46827,154586,0
Bunamwaya,UG,0.25344,32.55723,413400,0
Bunda,TZ,-2.02153,33.87109,182970,0
Bundi,IN,25.43855,75.63735,104919,0
Bunia,CD,1.55941,30.25224,399282,0
Bunkyo,JP,35.5331,139.4217,240069,0
Buon Ho,VN,12.95226,108.2962,127920,0
Buon Ma Thuot,VN,12.66747,108.03775,434256,0
Burari,IN,28.7557,77.19941,146190,0
Buraydah,SA,26.32599,43.97497,745353,0
Burayu,ET,9.03528,38.66083,101400,0
Burbank,US,34.18084,-118.30897,105319,0
Burewala,PK,30.16667,72.65,361664,0
Burgas,BG,42.50651,27.46886,210646,0
Burgos,ES,42.34106,-3.70184,176418,0
Burhanpur,IN,21.30868,76.23026,210886,0
Burlington,CA,43.38621,-79.83713,186948,0
Burnaby,CA,49.26636,-122.95263,249125,0
Burnley,GB,53.8,-2.23333,149422,0
Bursa,TR,40.19559,29.06013,3101833,0
Burton upon Trent,GB,52.80728,-1.64263,122199,0
Busan,KR,35.10168,129.03004,3285147,0
Bush,EG,29.14816,31.12733,136441,0
Bushehr,IR,28.96887,50.83657,165377,0
Bushwick,US,40.69427,-73.91875,112620,0
Business Bay,AE,25.18544,55.26969,191000,0
Butanta,BR,-23.5702,-46.72628,123748,0
Butembo,CD,0.14164,29.29117,286242,0
Butterworth,MY,5.3991,100.36382,107591,0
Butuan,PH,8.94917,125.54361,309709,0
Butwal,NP,27.69121,83.45251,195054,0
Buxar,IN,25.57548,83.98043,102861,0
Buzau,RO,45.15,26.83333,103481,0
Bydgoszcz,PL,53.1235,18.00762,330038,0
Bytom,PL,50.34802,18.93282,189186,0
Ca Mau,VN,9.17682,105.15242,226372,0
Caala,AO,-12.8525,15.56056,130000,0
Cabanatuan City,PH,15.48586,120.96648,343672,0
Cabimas,VE,10.39907,-71.45206,351736,0
Cabinda,AO,-5.56198,12.19476,550000,0
Cabo Frio,BR,-22.88717,-42.02622,238166,0
Cabo San Lucas,MX,22.89088,-109.91238,202694,0
Cabo de Santo Agostinho,BR,-8.28773,-35.02925,216969,0
Cabudare,VE,10.02658,-69.26203,102686,0
Cabudwaaq,SO,6.24585,46.2247,120000,0
Cabuyao,PH,14.2726,121.1262,308745,0
Cacak,RS,43.89139,20.34972,117072,0
Cachoeirinha,BR,-29.95111,-51.09389,136258,0
Cachoeirinha,BR,-23.45442,-46.66209,143366,0
Cachoeiro de Itapemirim,BR,-20.84889,-41.11278,187019,0
Cacuaco,AO,-8.7798,13.37478,146867,0
Cadiz,ES,36.52672,-6.2891,116979,0
Cadiz,PH,10.9465,123.288,129053,0
Caen,FR,49.18585,-0.35912,110624,0
Cagayan de Oro,PH,8.48222,124.64722,741617,0
Cagliari,IT,39.23054,9.11917,149257,0
Cagua,VE,10.18634,-67.45935,119033,0
Cai Lay,VN,10.4,106.11667,143050,0
Caieiras,BR,-23.36417,-46.74056,102775,0
Cainta,PH,14.5786,121.1222,283172,0
Cairns,AU,-16.92366,145.76613,153075,0
Cairo,EG,30.06263,31.24967,9606916,1
Cajamarca,PE,-7.16378,-78.50027,201329,0
Calabar,NG,4.95893,8.32695,540000,0
Calabozo,VE,8.92416,-67.42929,168605,0
Calama,CL,-22.45667,-68.92371,166334,0
Calamba,PH,14.21167,121.16528,575046,0
Calasiao,PH,16.0111,120.36,100686,0
Calgary,CA,51.05011,-114.08529,1306784,0
Cali,CO,3.43054,-76.5199,2392877,0
Callao,PE,-12.05162,-77.13452,1226200,0
Caloocan,PH,14.64953,120.96788,1712945,0
Calumbo,AO,-9.14692,13.41936,652270,0
Calumpit,PH,14.91639,120.76583,122187,0
Cam Pha,VN,21.01004,107.27345,190232,0
Cam Pha Mines,VN,21.01667,107.3,135477,0
Cam Ranh,VN,11.92144,109.15913,146771,0
Camacari,BR,-12.6975,-38.32417,188758,0
Camagueey,CU,21.38083,-77.91694,347562,0
Camama,AO,-8.93611,13.26518,667094,0
Camaragibe,BR,-8.02167,-34.98111,155771,0
Camayenne,GN,9.535,-13.68778,1871242,0
Cambe,BR,-23.27583,-51.27833,107208,0
Cambridge,CA,43.3601,-80.31269,129920,0
Cambridge,GB,52.2,0.11667,145674,0
Cambridge,US,42.3751,-71.10561,110402,0
Cameta,BR,-2.24444,-49.49583,134184,0
Campeche,MX,19.84073,-90.51676,220389,0
Campina Grande,BR,-7.23056,-35.88111,348936,0
Campinas,BR,-22.90556,-47.06083,1031554,0
Campo Grande,BR,-20.44278,-54.64639,906092,0
Campo Grande,BR,-23.67463,-46.68751,115925,0
Campo Largo,BR,-25.45955,-49.53014,136327,0
Campo Limpo,BR,-23.63634,-46.76565,236162,0
Campos dos Goytacazes,BR,-21.75227,-41.33044,511168,0
Can Giuoc,VN,10.60857,106.67135,152200,0
Can Tho,VN,10.03711,105.78825,1507187,0
Canakkale,TR,40.15552,26.41271,143622,0
Canberra,AU,-35.28346,149.12807,367752,1
Cancun,MX,21.17429,-86.84656,888797,0
Candelaria,PH,13.93111,121.42333,137933,0
Cangaiba,BR,-23.49696,-46.52045,141172,0
Cangzhou,CN,38.31124,116.85334,527681,0
Cankaya,TR,39.9179,32.86268,792189,0
Canoas,BR,-29.91778,-51.18361,328291,0
Cao Lanh,VN,10.46017,105.63294,211912,0
Cap-Haitien,HT,19.75938,-72.19815,134815,0
Capao Redondo,BR,-23.66877,-46.78051,270767,0
Capas,PH,15.33117,120.5898,162724,0
Cape Coast,GH,5.10535,-1.2466,212426,0
Cape Coral,US,26.56285,-81.94953,175229,0
Cape Town,ZA,-33.92584,18.42322,4772846,0
Capiata,PY,-25.3552,-57.44545,198553,0
Carabanchel,ES,40.39094,-3.7242,253678,0
Caracas,VE,10.48801,-66.87919,3000000,1
Caraguatatuba,BR,-23.62028,-45.41306,123389,0
Carapicuiba,BR,-23.52272,-46.835,386984,0
Cardiff,GB,51.48,-3.18,372089,0
Cariacica,BR,-20.26389,-40.42,353491,0
Carletonville,ZA,-26.36094,27.39767,182304,0
Carlsbad,US,33.15809,-117.35059,114746,0
Carmona,PH,14.3132,121.0576,112140,0
Carnot,CF,4.94273,15.87735,129032,0
Carolina,PR,18.38078,-65.95739,170404,0
Carora,VE,10.17283,-70.081,121741,0
Carrefour,HT,18.53333,-72.4,511345,0
Carrollton,US,32.95373,-96.89028,133168,0
Cartagena,CO,10.39817,-75.49328,914552,0
Cartagena,ES,37.60197,-0.98397,213943,0
Cartago,CO,4.74639,-75.91167,134972,0
Caruaru,BR,-8.28333,-35.97611,402290,0
Carupano,VE,10.66516,-63.25387,167187,0
Cary,US,35.79154,-78.78112,159769,0
Casablanca,MA,33.58831,-7.61138,3665954,0
Cascavel,BR,-24.95583,-53.45528,257172,0
Castanhal,BR,-1.29389,-47.92639,192256,0
Castelar,AR,-34.65142,-58.64074,107786,0
Castello de la Plana,ES,39.98567,-0.04935,171857,0
Castries,LC,13.9957,-61.00614,20000,1
Catacamas,HN,14.85114,-85.89412,140548,0
Catalao,BR,-18.16583,-47.94639,114427,0
Catamarca,AR,-28.46957,-65.78524,159139,0
Catanduva,BR,-21.13778,-48.97278,115791,0
Catania,IT,37.49223,15.07041,311584,0
Catbalogan,PH,11.77528,124.88611,107896,0
Catchiungo,AO,-12.56598,16.22589,120677,0
Catia La Mar,VE,10.60545,-67.03238,106822,0
Cau Giay,VN,21.03228,105.80073,292536,0
Caucaia,BR,-3.73611,-38.65306,355679,0
Cavite City,PH,14.48369,120.89878,115932,0
Caxias,BR,-4.85889,-43.35611,156973,0
Caxias do Sul,BR,-29.16806,-51.17944,381270,0
Cayenne,GF,4.9381,-52.33455,61550,1
Cazenga,AO,-8.83796,13.28399,394170,0
Cebu City,PH,10.31672,123.89071,965332,0
Cedar Rapids,US,42.00833,-91.64407,130405,0
Ceilandia,BR,-15.8091,-48.13096,287023,0
Celaya,MX,20.52181,-100.81399,340387,0
Centennial,US,39.57916,-104.87692,109741,0
Central Coast,AU,-33.42979,151.37144,346596,0
Centralniy,RU,59.93111,30.36072,214625,0
Centro Habana,CU,23.13488,-82.36893,158151,0
Centurion,ZA,-25.85891,28.18577,236580,0
Cergy-Pontoise,FR,49.03894,2.07805,183430,0
Cerro,CU,23.10789,-82.38356,132351,0
Ch'ongdan-up,KP,37.97028,125.9375,142607,0
Chaeryong-ni,KP,38.73583,125.23083,125631,0
Chak Jhumra,PK,31.56808,73.18317,385169,0
Chakwal,PK,32.93286,72.85394,101200,0
Chakwama,NG,11.55965,9.66407,200000,0
Chalco,MX,19.26174,-98.89775,168720,0
Chaman,PK,30.91769,66.45259,130139,0
Chamartin,ES,40.46206,-3.6766,140000,0
Chamberi,ES,40.43404,-3.70379,145934,0
Chanda,IN,19.95076,79.29523,328351,0
Chandannagar,IN,22.86225,88.36796,180623,0
Chandigarh,IN,30.73629,76.7884,970602,0
Chandler,US,33.30616,-111.84125,260828,0
Chandpur,BD,23.22714,90.65433,203000,0
Chanduasi,IN,28.45178,78.78277,112635,0
Chang-hua,TW,24.07327,120.56276,226564,0
Changam-ch'on,KP,40.60611,128.78194,207299,0
Changchun,CN,43.88,125.32278,4714996,0
Changde,CN,29.03205,111.69844,1457419,0
Changhua,TW,24.0692,120.5512,226564,0
Changji,CN,44.00782,87.30461,198776,0
Changle,CN,36.70583,118.8275,259161,0
Changning,CN,31.21739,121.42105,694900,0
Changsha,CN,22.38124,112.68492,688242,0
Changsha,CN,28.19874,112.97087,3093980,0
Changshu,CN,31.64615,120.74221,1677050,0
Changwon,KR,35.22806,128.68111,1025702,0
Changyi,CN,36.85361,119.39083,302072,0
Changyuan,CN,29.40499,105.58827,186653,0
Changzheng,CN,31.23913,121.36779,229925,0
Changzhi,CN,36.18389,113.10528,1214940,0
Changzhi,CN,35.20889,111.73861,699514,0
Changzhou,CN,31.77359,119.95401,3290918,0
Chaohu,CN,31.6,117.86667,138463,0
Chaoyang,CN,41.57028,120.45861,410005,0
Chaozhou,CN,23.65396,116.62262,1750945,0
Chapeco,BR,-27.09639,-52.61833,160157,0
Chapra,IN,25.78031,84.74709,202352,0
Charallave,VE,10.24247,-66.85723,129182,0
Charleroi,BE,50.41136,4.44448,200132,0
Charleston,US,32.77632,-79.93275,132609,0
Charlotte,US,35.22709,-80.84313,911311,0
Charlotte Amalie,VI,18.3419,-64.9307,20000,1
Charlottenburg,DE,52.51667,13.28333,129359,0
Charsadda,PK,34.14822,71.7406,120170,0
Chas,IN,23.63556,86.16712,141640,0
Chattanooga,US,35.04563,-85.30968,181099,0
Chattogram,BD,22.3384,91.83168,3920222,0
Chatuchak,TH,13.82895,100.55931,160906,0
Cheboksary,RU,56.13218,47.246,492331,0
Chelmsford,GB,51.73575,0.46958,111511,0
Cheltenham,GB,51.90006,-2.07972,118836,0
Chelyabinsk,RU,55.1611,61.42877,1202371,0
Chemnitz,DE,50.8357,12.92922,247220,0
